sampleID,phenotype,value,ref_genome,settings,pheno,region,gc_bias,settings_verbose,trimming,genome
LP0027_35_L003,lung_cancer,0.070291441,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0027_35_L003,lung_cancer,0.06942122,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.07203413,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0027_35_L003,lung_cancer,0.073945018,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.077354546,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.071885088,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.075568039,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.057211262,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.06427436,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.050540897,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.052592918,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.056440044,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0027_39_L003,lung_cancer,0.052599408,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.041340264,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0027_39_L003,lung_cancer,0.059554871,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0027_39_L003,lung_cancer,0.04292681,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.044173173,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.052914791,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.040511722,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.047439424,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0027_39_L003,lung_cancer,0.060773172,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.056265249,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0027_39_L003,lung_cancer,0.042844074,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0028_01_L004,lung_cancer,-0.044027452,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0028_01_L004,lung_cancer,-0.055427881,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.05879888,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0028_01_L004,lung_cancer,-0.048722847,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0028_01_L004,lung_cancer,-0.052316007,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.058939969,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.046959795,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.047964068,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0028_01_L004,lung_cancer,-0.044454806,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.047688262,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0028_01_L004,lung_cancer,-0.054479137,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.050966628,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.0560393,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0028_01_L004,lung_cancer,-0.050063881,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0028_01_L004,lung_cancer,-0.050376396,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0028_01_L004,lung_cancer,-0.049952672,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_02_L004,healthy_control,-0.039305887,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.038343886,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_02_L004,healthy_control,-0.047091709,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0029_02_L004,healthy_control,-0.053485014,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0029_02_L004,healthy_control,-0.052577153,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.041450059,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.051328343,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0029_02_L004,healthy_control,-0.056829322,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.047078916,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0029_02_L004,healthy_control,-0.041940015,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0029_02_L004,healthy_control,-0.042020933,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.032673118,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0029_02_L004,healthy_control,-0.052242656,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0029_02_L004,healthy_control,-0.057864442,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.038992887,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,-0.050843175,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.071576559,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_04_L003,healthy_control,-0.076530625,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0029_04_L003,healthy_control,-0.051805905,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0029_04_L003,healthy_control,-0.064146943,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.071753403,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.077640817,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.078670731,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.068337781,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0029_04_L003,healthy_control,-0.075573746,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0029_04_L003,healthy_control,-0.066581362,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.077304318,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.073705661,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.079057845,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,-0.05725968,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0029_04_L003,healthy_control,-0.071408726,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0029_04_L003,healthy_control,-0.068235567,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0029_05_L004,healthy_control,-0.070065226,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.048546273,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_05_L004,healthy_control,-0.061047829,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0029_05_L004,healthy_control,-0.062445041,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.047858616,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.045702381,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0029_05_L004,healthy_control,-0.048762095,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0029_05_L004,healthy_control,-0.051605847,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.054025165,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.065905003,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0029_05_L004,healthy_control,-0.063571437,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0029_05_L004,healthy_control,-0.047562998,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.060992561,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0029_05_L004,healthy_control,-0.051129553,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0029_05_L004,healthy_control,-0.055197416,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0029_05_L004,healthy_control,-0.064272858,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.018155157,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0029_06_L003,healthy_control,-0.008558392,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0029_06_L003,healthy_control,-0.01080016,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0029_06_L003,healthy_control,-0.018552463,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0029_06_L003,healthy_control,-0.029831996,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0029_06_L003,healthy_control,-0.010519512,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.027265051,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.016698912,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.023757693,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.010668295,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0029_06_L003,healthy_control,-0.00838953,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.022457871,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,0.008288906,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0029_06_L003,healthy_control,-0.011752188,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,-0.02324644,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0029_06_L003,healthy_control,-0.030338099,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.018728234,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.018533335,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0030_03_L004,healthy_control,-0.019341076,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.029750077,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0030_03_L004,healthy_control,-0.027789918,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0030_03_L004,healthy_control,-0.026978709,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.034374236,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.019170736,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0030_03_L004,healthy_control,-0.030809003,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0030_03_L004,healthy_control,-0.032765987,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.026777352,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0030_03_L004,healthy_control,-0.020501604,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.018635307,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0030_03_L004,healthy_control,-0.012651311,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0030_03_L004,healthy_control,-0.023210835,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,-0.030961798,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.005344911,0memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0030_05_L004,healthy_control,-0.009692773,0memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.007377363,30memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0030_05_L004,healthy_control,-0.000731907,0memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0030_05_L004,healthy_control,-0.0091538,0memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,8.60E-05,30memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,0.003335902,30memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.000587243,30memhg19,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0030_05_L004,healthy_control,-0.003072662,0memhg19decoy,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,0.000564003,0memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0030_05_L004,healthy_control,0.00336307,30memhg19,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0030_05_L004,healthy_control,-0.009526522,30memhg19decoy,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.009773822,30memhg19decoy,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.010644888,0memhg19,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0030_05_L004,healthy_control,0.001013346,0memhg19decoy,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0030_05_L004,healthy_control,-0.006574101,30memhg19,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0025_01_L004,healthy_control,0.007498595,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.001619268,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_01_L004,healthy_control,0.016247626,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.008432742,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.010169214,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_01_L004,healthy_control,0.01323173,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_01_L004,healthy_control,0.006620801,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.004308662,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_01_L004,healthy_control,0.014136788,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.01464247,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.016657789,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.015146007,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.016125447,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.005890869,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.004727587,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.006726814,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.043474204,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.046068369,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_02_L004,healthy_control,-0.049422493,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.03791065,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.037522424,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_02_L004,healthy_control,-0.038740265,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.037265807,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.045034628,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.042506691,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.03644767,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_02_L004,healthy_control,-0.042570187,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_02_L004,healthy_control,-0.038613679,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,-0.049062999,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_02_L004,healthy_control,-0.043507721,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_02_L004,healthy_control,-0.047147055,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_02_L004,healthy_control,-0.041240097,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_03_L003,healthy_control,-0.018736189,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_03_L003,healthy_control,-0.025577434,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.019488227,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_03_L003,healthy_control,-0.011638888,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.024951734,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.023436973,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.019738002,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_03_L003,healthy_control,-0.008871553,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.003351262,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_03_L003,healthy_control,-0.010484612,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.013886621,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.001006575,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_03_L003,healthy_control,-0.002642798,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_03_L003,healthy_control,-0.034668074,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,-0.011700323,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_03_L003,healthy_control,-0.003438225,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.004025317,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.004771708,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.013103272,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.004684502,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_04_L004,healthy_control,0.011155388,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.000171669,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.003200613,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.01376126,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.00777766,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_04_L004,healthy_control,0.014263358,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
